Host clust2
From 2020-03-24T00:00:00.000000000 to 2020-07-21T00:00:00.000000000
Iteration 0: Epsilon = inf, ESS = 1000 Acc. rate = 100% Numb. unique particles = 1000

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.93, max = 1.51, mean = 0.00834
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1021: Espilon = 923.5274, ESS = 537 Acc. rate = 27.28% Uniqueness rate particules = 97.7% Uniqueness rate components = 81.0% Global parameters uniqueness rate = 96.4%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.5, max = 1.35, mean = -0.019
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1022: Espilon = 922.8865, ESS = 510 Acc. rate = 24.91% Uniqueness rate particules = 97.7% Uniqueness rate components = 81.5% Global parameters uniqueness rate = 96.4%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.62, max = 1.71, mean = -0.0324
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1023: Espilon = 922.0942, ESS = 1000 Acc. rate = 25.72% Uniqueness rate particules = 88.0% Uniqueness rate components = 53.3% Global parameters uniqueness rate = 81.7%

Sampling 951 zs...
Computing 951 distances...
Kernel ratio: min = -1.55, max = 1.4, mean = -0.0407
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1024: Espilon = 921.4318, ESS = 951 Acc. rate = 26.55% Uniqueness rate particules = 94.6% Uniqueness rate components = 58.4% Global parameters uniqueness rate = 90.3%

Sampling 903 zs...
Computing 903 distances...
Kernel ratio: min = -1.74, max = 1.66, mean = -0.0118
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1025: Espilon = 920.6099, ESS = 903 Acc. rate = 27.97% Uniqueness rate particules = 96.8% Uniqueness rate components = 63.0% Global parameters uniqueness rate = 93.5%

Sampling 857 zs...
Computing 857 distances...
Kernel ratio: min = -1.56, max = 1.6, mean = 0.0101
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1026: Espilon = 919.9502, ESS = 857 Acc. rate = 28.61% Uniqueness rate particules = 97.2% Uniqueness rate components = 66.8% Global parameters uniqueness rate = 94.7%

Sampling 814 zs...
Computing 814 distances...
Kernel ratio: min = -1.59, max = 1.37, mean = -0.0121
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1027: Espilon = 919.3260, ESS = 814 Acc. rate = 26.41% Uniqueness rate particules = 97.3% Uniqueness rate components = 69.8% Global parameters uniqueness rate = 95.1%

Sampling 773 zs...
Computing 773 distances...
Kernel ratio: min = -1.58, max = 1.7, mean = 0.000534
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1028: Espilon = 918.7388, ESS = 773 Acc. rate = 27.50% Uniqueness rate particules = 97.4% Uniqueness rate components = 72.3% Global parameters uniqueness rate = 95.3%

Sampling 734 zs...
Computing 734 distances...
Kernel ratio: min = -1.72, max = 1.57, mean = 0.00764
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1029: Espilon = 918.0209, ESS = 734 Acc. rate = 27.14% Uniqueness rate particules = 97.4% Uniqueness rate components = 74.4% Global parameters uniqueness rate = 95.6%

Sampling 697 zs...
Computing 697 distances...
Kernel ratio: min = -1.43, max = 1.48, mean = -0.0211
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1030: Espilon = 917.3656, ESS = 697 Acc. rate = 27.39% Uniqueness rate particules = 97.4% Uniqueness rate components = 76.3% Global parameters uniqueness rate = 95.7%

Sampling 662 zs...
Computing 662 distances...
Kernel ratio: min = -1.99, max = 1.45, mean = 0.00469
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1031: Espilon = 916.7731, ESS = 662 Acc. rate = 25.95% Uniqueness rate particules = 97.4% Uniqueness rate components = 77.5% Global parameters uniqueness rate = 95.8%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.34, max = 1.58, mean = 0.00828
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1032: Espilon = 916.2527, ESS = 628 Acc. rate = 25.33% Uniqueness rate particules = 97.4% Uniqueness rate components = 78.5% Global parameters uniqueness rate = 95.8%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.34, max = 1.63, mean = -0.0193
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1033: Espilon = 915.4634, ESS = 596 Acc. rate = 28.09% Uniqueness rate particules = 97.4% Uniqueness rate components = 79.3% Global parameters uniqueness rate = 95.8%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.23, max = 1.5, mean = 0.0277
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1034: Espilon = 914.8636, ESS = 566 Acc. rate = 29.07% Uniqueness rate particules = 97.4% Uniqueness rate components = 80.2% Global parameters uniqueness rate = 95.8%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.39, max = 1.74, mean = -0.00703
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1035: Espilon = 914.0767, ESS = 537 Acc. rate = 28.16% Uniqueness rate particules = 97.4% Uniqueness rate components = 80.8% Global parameters uniqueness rate = 95.8%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.45, max = 1.46, mean = 0.0318
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1036: Espilon = 913.5505, ESS = 510 Acc. rate = 29.83% Uniqueness rate particules = 97.4% Uniqueness rate components = 81.4% Global parameters uniqueness rate = 95.8%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.4, max = 1.49, mean = 0.00529
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1037: Espilon = 912.9088, ESS = 1000 Acc. rate = 25.89% Uniqueness rate particules = 87.6% Uniqueness rate components = 52.9% Global parameters uniqueness rate = 82.6%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.81, max = 1.34, mean = -0.00251
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1038: Espilon = 912.4101, ESS = 950 Acc. rate = 27.71% Uniqueness rate particules = 95.0% Uniqueness rate components = 57.8% Global parameters uniqueness rate = 91.6%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -1.96, max = 1.54, mean = 0.0081
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1039: Espilon = 911.7968, ESS = 902 Acc. rate = 27.64% Uniqueness rate particules = 96.7% Uniqueness rate components = 62.2% Global parameters uniqueness rate = 94.6%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -1.92, max = 1.62, mean = -0.00808
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1040: Espilon = 911.0957, ESS = 856 Acc. rate = 28.53% Uniqueness rate particules = 97.4% Uniqueness rate components = 66.2% Global parameters uniqueness rate = 95.5%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -1.38, max = 1.65, mean = -0.00942
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1041: Espilon = 910.4764, ESS = 813 Acc. rate = 27.47% Uniqueness rate particules = 97.6% Uniqueness rate components = 69.1% Global parameters uniqueness rate = 96.0%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -1.36, max = 1.56, mean = 0.00844
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1042: Espilon = 909.7481, ESS = 772 Acc. rate = 27.44% Uniqueness rate particules = 97.7% Uniqueness rate components = 71.6% Global parameters uniqueness rate = 96.5%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -1.57, max = 1.4, mean = -0.0106
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1043: Espilon = 909.0881, ESS = 733 Acc. rate = 26.29% Uniqueness rate particules = 97.7% Uniqueness rate components = 73.7% Global parameters uniqueness rate = 96.6%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -1.58, max = 1.65, mean = -0.00668
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1044: Espilon = 908.2383, ESS = 696 Acc. rate = 27.59% Uniqueness rate particules = 97.7% Uniqueness rate components = 75.3% Global parameters uniqueness rate = 96.6%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -1.51, max = 1.68, mean = -0.0202
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1045: Espilon = 907.5601, ESS = 661 Acc. rate = 28.29% Uniqueness rate particules = 97.7% Uniqueness rate components = 76.7% Global parameters uniqueness rate = 96.7%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -2.15, max = 1.65, mean = -0.0147
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1046: Espilon = 907.0504, ESS = 628 Acc. rate = 27.58% Uniqueness rate particules = 97.7% Uniqueness rate components = 78.1% Global parameters uniqueness rate = 96.7%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.86, max = 1.32, mean = -0.0211
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1047: Espilon = 906.4641, ESS = 596 Acc. rate = 28.74% Uniqueness rate particules = 97.7% Uniqueness rate components = 79.0% Global parameters uniqueness rate = 96.7%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -2.01, max = 1.44, mean = -0.0213
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1048: Espilon = 905.9997, ESS = 566 Acc. rate = 26.49% Uniqueness rate particules = 97.7% Uniqueness rate components = 79.8% Global parameters uniqueness rate = 96.7%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.63, max = 1.6, mean = -0.0156
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1049: Espilon = 905.3864, ESS = 537 Acc. rate = 26.04% Uniqueness rate particules = 97.7% Uniqueness rate components = 80.5% Global parameters uniqueness rate = 96.8%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -2.08, max = 1.52, mean = -0.0127
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1050: Espilon = 904.8428, ESS = 510 Acc. rate = 27.91% Uniqueness rate particules = 97.7% Uniqueness rate components = 81.2% Global parameters uniqueness rate = 96.9%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -2.26, max = 1.6, mean = -0.0291
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1051: Espilon = 904.2533, ESS = 1000 Acc. rate = 25.36% Uniqueness rate particules = 87.2% Uniqueness rate components = 51.3% Global parameters uniqueness rate = 83.1%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.85, max = 1.41, mean = -0.0135
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1052: Espilon = 903.6463, ESS = 950 Acc. rate = 27.97% Uniqueness rate particules = 95.2% Uniqueness rate components = 56.2% Global parameters uniqueness rate = 91.8%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -1.65, max = 1.74, mean = -0.0118
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1053: Espilon = 903.1595, ESS = 902 Acc. rate = 27.65% Uniqueness rate particules = 96.6% Uniqueness rate components = 60.3% Global parameters uniqueness rate = 94.6%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -1.53, max = 1.44, mean = 0.00705
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1054: Espilon = 902.4874, ESS = 856 Acc. rate = 27.05% Uniqueness rate particules = 97.0% Uniqueness rate components = 63.9% Global parameters uniqueness rate = 95.5%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -2.4, max = 1.5, mean = -0.0257
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1055: Espilon = 901.8123, ESS = 813 Acc. rate = 28.59% Uniqueness rate particules = 97.2% Uniqueness rate components = 67.0% Global parameters uniqueness rate = 95.9%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -2.02, max = 1.38, mean = -0.0053
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1056: Espilon = 901.1941, ESS = 772 Acc. rate = 25.95% Uniqueness rate particules = 97.2% Uniqueness rate components = 69.1% Global parameters uniqueness rate = 96.1%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -1.63, max = 1.73, mean = -0.0147
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1057: Espilon = 900.7501, ESS = 733 Acc. rate = 26.37% Uniqueness rate particules = 97.3% Uniqueness rate components = 70.9% Global parameters uniqueness rate = 96.2%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -2.03, max = 1.77, mean = -0.00822
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1058: Espilon = 900.2647, ESS = 696 Acc. rate = 25.89% Uniqueness rate particules = 97.4% Uniqueness rate components = 72.4% Global parameters uniqueness rate = 96.3%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -1.62, max = 1.3, mean = -0.0324
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1059: Espilon = 899.6215, ESS = 661 Acc. rate = 26.59% Uniqueness rate particules = 97.4% Uniqueness rate components = 73.7% Global parameters uniqueness rate = 96.4%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.92, max = 1.41, mean = -0.0185
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1060: Espilon = 899.0256, ESS = 628 Acc. rate = 25.42% Uniqueness rate particules = 97.4% Uniqueness rate components = 74.7% Global parameters uniqueness rate = 96.5%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.39, max = 1.29, mean = -6.04e-05
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1061: Espilon = 898.6119, ESS = 596 Acc. rate = 25.68% Uniqueness rate particules = 97.5% Uniqueness rate components = 75.9% Global parameters uniqueness rate = 96.5%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -2.04, max = 1.4, mean = -0.0102
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1062: Espilon = 898.0916, ESS = 566 Acc. rate = 27.01% Uniqueness rate particules = 97.5% Uniqueness rate components = 76.7% Global parameters uniqueness rate = 96.5%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.25, max = 1.4, mean = -0.00201
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1063: Espilon = 897.4630, ESS = 537 Acc. rate = 27.58% Uniqueness rate particules = 97.5% Uniqueness rate components = 77.4% Global parameters uniqueness rate = 96.6%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.58, max = 1.91, mean = -0.012
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1064: Espilon = 896.9527, ESS = 510 Acc. rate = 27.41% Uniqueness rate particules = 97.5% Uniqueness rate components = 78.1% Global parameters uniqueness rate = 96.6%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.9, max = 1.6, mean = -0.0119
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1065: Espilon = 896.3151, ESS = 1000 Acc. rate = 26.77% Uniqueness rate particules = 87.6% Uniqueness rate components = 51.6% Global parameters uniqueness rate = 83.4%

Sampling 951 zs...
Computing 951 distances...
Kernel ratio: min = -1.72, max = 1.52, mean = -0.0135
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1066: Espilon = 895.7490, ESS = 951 Acc. rate = 27.05% Uniqueness rate particules = 94.5% Uniqueness rate components = 56.7% Global parameters uniqueness rate = 91.0%

Sampling 903 zs...
Computing 903 distances...
Kernel ratio: min = -2.17, max = 1.44, mean = -0.0193
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1067: Espilon = 895.0918, ESS = 903 Acc. rate = 26.79% Uniqueness rate particules = 95.9% Uniqueness rate components = 61.1% Global parameters uniqueness rate = 93.7%

Sampling 857 zs...
Computing 857 distances...
Kernel ratio: min = -1.42, max = 1.8, mean = -0.0242
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1068: Espilon = 894.4229, ESS = 857 Acc. rate = 26.32% Uniqueness rate particules = 96.5% Uniqueness rate components = 64.1% Global parameters uniqueness rate = 94.5%

Sampling 814 zs...
Computing 814 distances...
Kernel ratio: min = -1.63, max = 1.64, mean = -0.0117
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1069: Espilon = 893.8522, ESS = 814 Acc. rate = 27.81% Uniqueness rate particules = 96.6% Uniqueness rate components = 67.1% Global parameters uniqueness rate = 94.9%

Sampling 773 zs...
Computing 773 distances...
Kernel ratio: min = -2.13, max = 1.36, mean = -0.00988
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1070: Espilon = 893.4643, ESS = 773 Acc. rate = 27.62% Uniqueness rate particules = 96.6% Uniqueness rate components = 69.7% Global parameters uniqueness rate = 95.1%

Sampling 734 zs...
Computing 734 distances...
Kernel ratio: min = -1.56, max = 1.37, mean = -0.0282
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1071: Espilon = 892.9278, ESS = 734 Acc. rate = 26.94% Uniqueness rate particules = 96.8% Uniqueness rate components = 72.0% Global parameters uniqueness rate = 95.1%

Sampling 697 zs...
Computing 697 distances...
Kernel ratio: min = -1.79, max = 1.36, mean = -0.017
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1072: Espilon = 892.4176, ESS = 697 Acc. rate = 28.89% Uniqueness rate particules = 96.8% Uniqueness rate components = 73.6% Global parameters uniqueness rate = 95.3%

Sampling 662 zs...
Computing 662 distances...
Kernel ratio: min = -1.41, max = 1.45, mean = -0.0154
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1073: Espilon = 891.9634, ESS = 662 Acc. rate = 26.59% Uniqueness rate particules = 96.8% Uniqueness rate components = 75.1% Global parameters uniqueness rate = 95.3%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.24, max = 1.2, mean = -0.0542
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1074: Espilon = 891.4920, ESS = 628 Acc. rate = 26.02% Uniqueness rate particules = 96.9% Uniqueness rate components = 76.3% Global parameters uniqueness rate = 95.3%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.32, max = 1.38, mean = -0.0373
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1075: Espilon = 890.9125, ESS = 596 Acc. rate = 26.74% Uniqueness rate particules = 96.9% Uniqueness rate components = 77.3% Global parameters uniqueness rate = 95.3%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.52, max = 1.43, mean = -0.00546
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1076: Espilon = 890.3238, ESS = 566 Acc. rate = 27.93% Uniqueness rate particules = 96.9% Uniqueness rate components = 78.2% Global parameters uniqueness rate = 95.3%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.2, max = 1.36, mean = -0.013
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1077: Espilon = 889.9381, ESS = 537 Acc. rate = 28.64% Uniqueness rate particules = 96.9% Uniqueness rate components = 78.9% Global parameters uniqueness rate = 95.4%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.06, max = 1.51, mean = 0.0102
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1078: Espilon = 889.3511, ESS = 510 Acc. rate = 27.26% Uniqueness rate particules = 96.9% Uniqueness rate components = 79.5% Global parameters uniqueness rate = 95.4%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.7, max = 1.25, mean = -0.0183
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1079: Espilon = 888.6831, ESS = 1000 Acc. rate = 27.24% Uniqueness rate particules = 88.9% Uniqueness rate components = 52.2% Global parameters uniqueness rate = 83.7%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.61, max = 1.22, mean = -0.0379
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1080: Espilon = 888.2363, ESS = 950 Acc. rate = 28.78% Uniqueness rate particules = 95.7% Uniqueness rate components = 57.2% Global parameters uniqueness rate = 92.9%

Sampling 903 zs...
Computing 903 distances...
Kernel ratio: min = -1.62, max = 1.36, mean = 0.0155
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1081: Espilon = 887.7429, ESS = 903 Acc. rate = 27.43% Uniqueness rate particules = 96.9% Uniqueness rate components = 61.4% Global parameters uniqueness rate = 94.8%

Sampling 857 zs...
Computing 857 distances...
Kernel ratio: min = -1.95, max = 1.83, mean = 0.00843
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1082: Espilon = 887.1156, ESS = 857 Acc. rate = 26.27% Uniqueness rate particules = 97.4% Uniqueness rate components = 65.0% Global parameters uniqueness rate = 95.5%

Sampling 814 zs...
Computing 814 distances...
Kernel ratio: min = -1.44, max = 1.38, mean = -0.0488
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1083: Espilon = 886.5373, ESS = 814 Acc. rate = 27.35% Uniqueness rate particules = 97.4% Uniqueness rate components = 68.1% Global parameters uniqueness rate = 95.6%

Sampling 773 zs...
Computing 773 distances...
Kernel ratio: min = -1.83, max = 1.44, mean = -0.0072
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1084: Espilon = 885.8871, ESS = 773 Acc. rate = 26.45% Uniqueness rate particules = 97.4% Uniqueness rate components = 70.4% Global parameters uniqueness rate = 95.8%

Sampling 734 zs...
Computing 734 distances...
Kernel ratio: min = -1.38, max = 1.64, mean = -0.017
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1085: Espilon = 885.2314, ESS = 734 Acc. rate = 27.16% Uniqueness rate particules = 97.4% Uniqueness rate components = 72.6% Global parameters uniqueness rate = 95.8%

Sampling 697 zs...
Computing 697 distances...
Kernel ratio: min = -1.74, max = 1.55, mean = -0.0357
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1086: Espilon = 884.6510, ESS = 697 Acc. rate = 26.35% Uniqueness rate particules = 97.4% Uniqueness rate components = 74.4% Global parameters uniqueness rate = 95.8%

Sampling 662 zs...
Computing 662 distances...
Kernel ratio: min = -1.5, max = 1.32, mean = -0.0361
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1087: Espilon = 883.9528, ESS = 662 Acc. rate = 25.99% Uniqueness rate particules = 97.4% Uniqueness rate components = 75.7% Global parameters uniqueness rate = 95.8%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.74, max = 1.7, mean = 0.0084
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1088: Espilon = 883.4442, ESS = 628 Acc. rate = 26.77% Uniqueness rate particules = 97.4% Uniqueness rate components = 76.7% Global parameters uniqueness rate = 95.8%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.57, max = 1.42, mean = -0.0362
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1089: Espilon = 882.5913, ESS = 596 Acc. rate = 24.82% Uniqueness rate particules = 97.4% Uniqueness rate components = 77.7% Global parameters uniqueness rate = 96.0%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.51, max = 1.29, mean = 0.00376
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1090: Espilon = 881.8858, ESS = 566 Acc. rate = 25.72% Uniqueness rate particules = 97.5% Uniqueness rate components = 78.6% Global parameters uniqueness rate = 96.0%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.57, max = 1.55, mean = -0.0346
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1091: Espilon = 881.3239, ESS = 537 Acc. rate = 25.73% Uniqueness rate particules = 97.5% Uniqueness rate components = 79.2% Global parameters uniqueness rate = 96.1%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.43, max = 1.49, mean = -0.0342
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1092: Espilon = 880.8080, ESS = 510 Acc. rate = 26.39% Uniqueness rate particules = 97.5% Uniqueness rate components = 79.8% Global parameters uniqueness rate = 96.1%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.62, max = 1.59, mean = -0.0032
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1093: Espilon = 880.1323, ESS = 1000 Acc. rate = 27.90% Uniqueness rate particules = 89.2% Uniqueness rate components = 51.9% Global parameters uniqueness rate = 83.8%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.26, max = 1.42, mean = -0.00233
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1094: Espilon = 879.5268, ESS = 950 Acc. rate = 25.50% Uniqueness rate particules = 95.4% Uniqueness rate components = 56.5% Global parameters uniqueness rate = 91.4%

Sampling 903 zs...
Computing 903 distances...
Kernel ratio: min = -1.43, max = 1.73, mean = -0.0285
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1095: Espilon = 879.0965, ESS = 903 Acc. rate = 26.45% Uniqueness rate particules = 97.1% Uniqueness rate components = 60.8% Global parameters uniqueness rate = 93.7%

Sampling 857 zs...
Computing 857 distances...
Kernel ratio: min = -1.74, max = 1.69, mean = -0.00739
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1096: Espilon = 878.4493, ESS = 857 Acc. rate = 24.94% Uniqueness rate particules = 97.7% Uniqueness rate components = 64.1% Global parameters uniqueness rate = 95.2%

Sampling 814 zs...
Computing 814 distances...
Kernel ratio: min = -1.57, max = 1.58, mean = -0.0313
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1097: Espilon = 877.9469, ESS = 814 Acc. rate = 25.86% Uniqueness rate particules = 97.8% Uniqueness rate components = 66.9% Global parameters uniqueness rate = 95.5%

Sampling 773 zs...
Computing 773 distances...
Kernel ratio: min = -1.88, max = 1.53, mean = -0.00637
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1098: Espilon = 877.4111, ESS = 773 Acc. rate = 28.09% Uniqueness rate particules = 97.8% Uniqueness rate components = 69.3% Global parameters uniqueness rate = 95.6%

Sampling 734 zs...
Computing 734 distances...
Kernel ratio: min = -1.45, max = 1.38, mean = -0.0534
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1099: Espilon = 876.7876, ESS = 734 Acc. rate = 26.88% Uniqueness rate particules = 97.8% Uniqueness rate components = 71.0% Global parameters uniqueness rate = 95.6%

Sampling 697 zs...
Computing 697 distances...
Kernel ratio: min = -1.34, max = 1.58, mean = 0.00996
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1100: Espilon = 876.3907, ESS = 697 Acc. rate = 26.48% Uniqueness rate particules = 97.8% Uniqueness rate components = 72.7% Global parameters uniqueness rate = 95.6%

Sampling 662 zs...
Computing 662 distances...
Kernel ratio: min = -1.51, max = 1.41, mean = -0.0351
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1101: Espilon = 875.8526, ESS = 662 Acc. rate = 26.77% Uniqueness rate particules = 97.8% Uniqueness rate components = 74.2% Global parameters uniqueness rate = 95.6%

Sampling 628 zs...
Computing 628 distances...
